Author,P,T,Type of liquid,Type of Gas,DenL,DenG,VisL,VisG,ST,ID,Roughness,Ang,L/D,Vsl,Vsg,Flow_label
1982_Ova,103627.3,,water,Air,1000.0,1.8,0.001,1.5e-05,0.07,0.025,0,50.0,,0.652859,15.7307,I
1987_Sun,350.0,22.0,Oil,Air,860.0,4.134,0.007,1e-05,0.032,0.0258,0,9.0,931.0,0.898192,9.86044,I
1982_Ova,101677.3,,water,Air,1000.0,1.8,0.001,1.5e-05,0.07,0.025,0,0.25,,1.0,1.0,I
1987_Sun,350.0,22.0,Oil,Air,860.0,4.134,0.007,1e-05,0.032,0.0258,0,0.0,931.0,0.0294273,0.926396,I
1987_Sun,350.0,22.0,Oil,Air,860.0,4.134,0.007,1e-05,0.032,0.0763,0,9.0,313.0,0.049026599999989,0.102894,I
1987_Sun,350.0,22.0,Oil,Air,860.0,4.134,0.007,1e-05,0.032,0.0258,0,1.0,931.0,0.0589595,5.04807,A
1982_Ova,102085.3,,water,Air,1000.0,1.8,0.001,1.5e-05,0.07,0.051,0,10.0,,0.004,25.0,SW
2003_ Pl,2060.0,26.9,Water,Nitrogen,1000.0,23.44,0.001,2.694e-06,26.07,0.1064,0,0.0,,0.157705,0.38267,SW
1982_Ova,103581.3,,water,Air,1000.0,1.8,0.001,1.5e-05,0.07,0.025,0,50.0,,1.04248,0.0658064,I
2001_Man,3237.2,59.1,Oil,Nat Gas,789.671152689148,25.19,0.00321786309303,1.291e-05,0.015,0.0549,0,0.0,1912.6,0.108036106437415,0.556664161738737,A
1982_Ova,103994.3,,water,Air,1000.0,1.8,0.001,1.5e-05,0.07,0.025,0,-80.0,,0.106229,16.9996,A
1982_Ova,102012.3,,water,Air,1000.0,1.8,0.001,1.5e-05,0.07,0.025,0,2.0,,0.1,0.1,I
1999_Men,56.4,19.1,Oil,Air,888.322204479228,1.88,0.006030120749729,1.9e-05,0.03,0.0501,0,1.0,8383.2,0.0016,26.1,SW
1982_Ova,103145.3,,water,Air,1000.0,1.8,0.001,1.5e-05,0.07,0.051,0,-50.0,,1.61791,0.0582942,I
1982_Ova,102631.3,,water,Air,1000.0,1.8,0.001,1.5e-05,0.07,0.025,0,30.0,,1.55428,0.64674,I
1987_Sun,350.0,22.0,Oil,Air,860.0,4.134,0.007,1e-05,0.032,0.0258,0,1.0,931.0,0.597897,13.8237,A
1982_Ova,103312.3,,water,Air,1000.0,1.8,0.001,1.5e-05,0.07,0.025,0,-70.0,,0.619256,0.0951667,SW
